第零天：10 月 10 日（五） - 台灣出發,,,,,,
11:30-12:00,教會山 (Kirkjufell),30 分鐘,30 分鐘,冰島最上鏡的山脈，可在此享用午餐。,教會山,"https://www.google.com/maps/place/%E6%95%99%E5%A0%82%E5%B1%B1/@65.0218123,-23.7704539,9.75z/data=!4m6!3m5!1s0x48d57bb2877d00d3:0x263186a28a338d0!8m2!3d64.9262179!4d-23.3113649!16s%2Fg%2F1236my90?authuser=0&entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
12:30-13:00,Ingjaldshólskirkja 教堂,30 分鐘,30 分鐘,傳聞中的「視力檢查小屋」，一座以紅頂聞名的教堂。,,"https://www.google.com/maps/place/Ingjaldsh%C3%B3ll+Church/@65.0218123,-23.7704539,9.75z/data=!4m6!3m5!1s0x492a9b000dd15949:0x3211f9886c130120!8m2!3d64.9078844!4d-23.8524811!16s%2Fg%2F11x2bq5fm9?authuser=0&entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
13:30-16:30,黑沙灘 (Djúpalónssandur),30 分鐘,3 小時,沿半島南岸探索,,"https://www.google.com/maps/place/Dritvik+Dj%C3%BApal%C3%B3nssandur/@64.7454518,-23.9496852,12z/data=!4m6!3m5!1s0x492a88ed5e1acd0d:0xd142f5abbc613185!8m2!3d64.7502243!4d-23.9157039!16s%2Fg%2F11c5b9kz3y?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
-,怪物海岸遊客中心 (Londrangar),,,,,"https://www.google.com/maps/place/Visitor+Center+at+Malarrif+%2F+Gestastofan+%C3%A1+Malarrifi/@64.7325207,-23.8018486,14z/data=!4m6!3m5!1s0x492a87e82fd42a2d:0xa5a53d137ce7161a!8m2!3d64.7304442!4d-23.8029784!16s%2Fg%2F11cs1tlt7k?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
-,赫爾納 (Hellnar),,,,,"https://www.google.com/maps/place/356+Hellnar,+%E5%86%B0%E5%B3%B6/@64.750748,-23.6671455,14z/data=!4m6!3m5!1s0x492a8745318184a9:0x19b6c5b65eab6425!8m2!3d64.7507498!4d-23.646546!16s%2Fm%2F0cmd8ry?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
-,阿爾納斯塔皮 (Arnarstapi),,,,阿爾納斯塔皮,"https://www.google.com/maps/place/Arnarstapi,+%E5%86%B0%E5%B3%B6/@64.7699209,-23.6303275,13z/data=!4m6!3m5!1s0x492a810832332097:0x3fc3eab279e8f251!8m2!3d64.7695169!4d-23.6224317!16s%2Fm%2F0ch2hjs?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
-,布迪爾黑教堂 (Búðir),,,,布迪爾黑教堂,"https://www.google.com/maps/place/%E9%BB%91%E6%95%99%E5%A0%82/@64.8283115,-23.7376742,9z/data=!4m6!3m5!1s0x48d57f03e220c5bf:0x72e586872fb49b5!8m2!3d64.8216875!4d-23.3840266!16s%2Fg%2F1vyk22sz?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
-,海豹沙灘 (Ytri Tunga),,,,海豹沙灘,"https://www.google.com/maps/place/Ytri+Tunga/@64.7956445,-23.1611802,9z/data=!4m6!3m5!1s0x48d582c7ff1d25cd:0xa4dd473f57efdcba!8m2!3d64.8027417!4d-23.0803177!16s%2Fg%2F11c3k8_7mw?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
-,野地溫泉,,,,,"https://www.google.com/maps/place/Landbrotalaug+Parking/@64.832254,-22.3184279,17z/data=!4m6!3m5!1s0x48d5a5b34b0f7b53:0x2a56aad556eb89e3!8m2!3d64.8330923!4d-22.3163957!16s%2Fg%2F11h1j3bxj8?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
16:30-18:00,前往 斯奈山半島住宿,1.5 小時,,,,"https://www.google.com/maps/place/64%C2%B048'16.6%22N+22%C2%B015'53.5%22W/@64.7888273,-22.5411922,10.71z/data=!4m13!1m8!3m7!1s0x492a8745318184a9:0x19b6c5b65eab6425!2zMzU2IEhlbGxuYXIsIOWGsOWztg!3b1!8m2!3d64.7507498!4d-23.646546!16s%2Fm%2F0cmd8ry!3m3!8m2!3d64.804611!4d-22.264861?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
18:00,抵達 斯奈山半島住宿,,,辦理入住，在住宿處準備晚餐。,,
19:00,晚餐時間,,,在住宿處享用晚餐，享受寧靜的夜晚，尋找極光。,,
,,,,,,
第十天：10 月 20 日（一） - 返回雷克雅維克,,,,,,
時間,行程,建議交通時間,建議停留時間,備註與建議,guideKey,
09:00,從 斯奈山半島 出發,,,開始返回雷克雅維克的路程，車程約 2.5 小時。,,
10:00-12:00,博爾加內斯 (Borgarnes),1 小時,2 小時,在小鎮休息、用午餐，並欣賞海岸線風光。,博爾加內斯,"https://www.google.com/maps/place/%E5%8D%9A%E7%88%BE%E5%8A%A0%E5%85%A7%E6%96%AF%E5%86%B0%E5%B3%B6/@64.5488351,-21.954289,13z/data=!4m6!3m5!1s0x48d5c621b7e058a5:0xf92e691f0175ee92!8m2!3d64.5446376!4d-21.9105007!16zL20vMDMzY2Zu?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
13:00-14:00,阿克拉內斯 (Akranes),1 小時,1 小時,在小鎮休息、晃晃。,,"https://www.google.com/maps/place/%E5%86%B0%E5%B3%B6%E9%98%BF%E5%85%8B%E6%8B%89%E5%85%A7%E6%96%AF/@64.2639515,-22.4433926,9.71z/data=!4m15!1m8!3m7!1s0x48d5dd973c3439ff:0xb58fd9c44dfd2390!2z5Yaw5bO26Zi_5YWL5ouJ5YWn5pav!3b1!8m2!3d64.321703!4d-22.0747005!16zL20vMDF0bnYz!3m5!1s0x48d5dd973c3439ff:0xb58fd9c44dfd2390!8m2!3d64.321703!4d-22.0747005!16zL20vMDF0bnYz?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
14:00-15:00,前往 雷克雅維克 飯店,1 小時,,入住奧丁斯維酒店 (Hotel Odinsve)。,,"https://www.google.com/maps/place/Hotel+Odinsve/@64.1506894,-21.9429661,14.29z/data=!4m9!3m8!1s0x48d674cd2a9f0329:0x47b07a65f569750c!5m2!4m1!1i2!8m2!3d64.1440719!4d-21.93143!16s%2Fg%2F1tfchbv3?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
15:00-18:00,雷克雅維克市區自由活動,,依個人喜好,享受在市區的最後時光，購買紀念品或享受美食。,,
18:00,晚餐時間,,,可在市中心享用晚餐，好好享受在冰島的最後一晚。,,
,,,,,,
第十一天：10 月 21 日（二） - 悠閒與返程,,,,,,
時間,行程,建議交通時間,建議停留時間,備註與建議,guideKey,
09:00,在 雷克雅維克 自由活動,,依個人喜好,在市區享用悠閒早餐。,,
09:30-10:00,前往 Sky Lagoon,30 分鐘,,前往溫泉，享受返國前的最後一次放鬆。,,
10:00-13:00,Sky Lagoon 溫泉體驗,,2-3 小時,在溫泉中盡情放鬆身心，體驗七步水療儀式。,Sky Lagoon,"https://www.google.com/maps/place/Sky+Lagoon/@64.1359749,-22.1436833,10.96z/data=!4m6!3m5!1s0x48d60b86ce2825a7:0x2abad76345ba6910!8m2!3d64.1164891!4d-21.9462908!16s%2Fg%2F11lt31jbvq?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
13:00-14:00,午餐時間,,1 小時,可以在溫泉旁享用簡單午餐或回市區用餐。,,
14:00-14:40,前往 凱夫拉維克國際機場 (KEF),40 分鐘,,提早前往機場，準備還車。,,"https://www.google.com/maps/place/Blue+Car+Rental+Iceland/@64.0346595,-22.6144966,11z/data=!4m6!3m5!1s0x4929fe07f2687a05:0xfc340ff3755e325c!8m2!3d63.9980556!4d-22.6302778!16s%2Fg%2F11bcf10nd9?entry=ttu&g_ep=EgoyMDI1MDkyOC4wIKXMDSoASAFQAw%3D%3D"
14:40-15:00,Blue Car Rental 還車,,依車況,還車並辦理登機手續。,,
17:15-23:40,KEF - HEL：AY 994,,,,,
,,,,,,
第十二天：10 月 22 日（三） - 抵達台北,,,,,,
時間,行程,建議交通時間,建議停留時間,備註與建議,guideKey,
00:35-17:40,HEL - HKG：AY 99,,,,,
21:10-22:55,HKG - TPE：BR 858,,,,,
22:55,抵達 桃園國際機場 (TPE),,,,,
